"time";"fahrgeschwindigkeit"
"2010-08-20T16:19:28";4.7940000000000005
"2010-08-20T16:19:43";5.173
"2010-08-20T16:19:58";5.308999999999999
"2010-08-20T16:20:13";5.255
"2010-08-20T16:20:28";5.092
"2010-08-20T16:20:43";1.9499999999999997
"2010-08-20T16:20:58";3.331
"2010-08-20T16:21:13";2.437
"2010-08-20T16:21:28";3.792
"2010-08-20T16:21:43";5.579999999999999
"2010-08-20T16:21:58";5.904999999999999
"2010-08-20T16:22:13";5.986
"2010-08-20T16:22:28";6.066999999999999
"2010-08-20T16:22:43";11.62
"2010-08-20T16:22:58";8.83
"2010-08-20T16:23:13";4.415
"2010-08-20T16:23:28";5.255
"2010-08-20T16:23:43";5.6339999999999995
"2010-08-20T16:23:58";5.6610000000000005
"2010-08-20T16:24:13";5.8229999999999995
"2010-08-20T16:24:28";5.8229999999999995
"2010-08-20T16:24:43";5.8229999999999995
"2010-08-20T16:24:58";5.851
"2010-08-20T16:25:13";6.202999999999999
"2010-08-20T16:25:28";6.364999999999999
"2010-08-20T16:25:43";6.311
"2010-08-20T16:25:58";6.473999999999999
"2010-08-20T16:26:13";6.555
"2010-08-20T16:26:28";6.473999999999999
"2010-08-20T16:26:43";6.5009999999999994
"2010-08-20T16:26:58";6.528
"2010-08-20T16:27:13";6.337999999999999
"2010-08-20T16:27:28";5.742
"2010-08-20T16:27:43";6.066999999999999
"2010-08-20T16:27:58";4.7669999999999995
"2010-08-20T16:28:13";7.366999999999999
"2010-08-20T16:28:28";
"2010-08-20T16:28:43";1.1099999999999999
"2010-08-20T16:28:58";
"2010-08-20T16:29:13";
"2010-08-20T16:29:28";
"2010-08-20T16:29:43";
"2010-08-20T16:29:58";1.5439999999999998
"2010-08-20T16:30:13";
"2010-08-20T16:30:28";
"2010-08-20T16:30:43";
"2010-08-20T16:30:58";
"2010-08-20T16:31:13";
"2010-08-20T16:31:28";
"2010-08-20T16:31:43";
"2010-08-20T16:31:58";
"2010-08-20T16:32:13";
"2010-08-20T16:32:28";
"2010-08-20T16:32:43";
"2010-08-20T16:32:58";
"2010-08-20T16:33:13";
"2010-08-20T16:33:28";
"2010-08-20T16:33:43";
"2010-08-20T16:33:58";
